,ID,DateTime,AreaNumber,Track,Position,PositionNoLeap,Latitude,Longitude,A1_TotalTel,A1_ValidTel,A2_RSSI,A2_TotalTel,A2_ValidTel
28356160,28396425,2021-05-02 12:15:30,40,4,420773,427523,47.240746278658094,8.189416899431496,257,257,2.39,257,257
28356161,28396426,2021-05-02 12:15:31,40,4,420773,427523,47.240746278658094,8.189416899431496,262,262,2.39,262,262
28356162,28396427,2021-05-02 12:15:32,40,4,420773,427523,47.240746278658094,8.189416899431496,266,266,2.43,266,266
28356163,28396428,2021-05-02 12:15:33,40,4,420773,427523,47.240746278658094,8.189416899431496,271,271,2.43,271,271
28356164,28396429,2021-05-02 12:15:34,40,4,420773,427523,47.240746278658094,8.189416899431496,275,275,2.36,275,275
28356165,28396430,2021-05-02 12:15:35,40,4,420773,427523,47.240746278658094,8.189416899431496,280,280,2.36,280,280
28356166,28396431,2021-05-02 12:15:36,40,4,420773,427523,47.240746278658094,8.189416899431496,285,285,2.36,285,285
28356167,28396432,2021-05-02 12:15:37,40,4,420773,427523,47.240746278658094,8.189416899431496,289,289,2.39,289,289
28356168,28396433,2021-05-02 12:15:38,40,4,420773,427523,47.240746278658094,8.189416899431496,294,294,2.4,294,294
28356169,28396434,2021-05-02 12:15:39,40,4,420773,427523,47.240746278658094,8.189416899431496,298,298,2.36,298,298
28356170,28396435,2021-05-02 12:15:40,40,4,420773,427523,47.240746278658094,8.189416899431496,303,303,2.43,303,303
28356171,28396436,2021-05-02 12:15:41,40,4,420773,427523,47.240746278658094,8.189416899431496,307,307,2.43,307,307
28356172,28396437,2021-05-02 12:15:42,40,4,420773,427523,47.240746278658094,8.189416899431496,312,312,2.4,312,312
28356173,28396438,2021-05-02 12:15:43,40,4,420773,427523,47.240746278658094,8.189416899431496,317,317,2.36,317,317
28356174,28396439,2021-05-02 12:15:44,40,4,420773,427523,47.240746278658094,8.189416899431496,321,321,2.43,321,321
28356175,28396440,2021-05-02 12:15:45,40,4,420773,427523,47.240746278658094,8.189416899431496,326,326,2.43,326,326
28356176,28396441,2021-05-02 12:15:46,40,4,420773,427523,47.240746278658094,8.189416899431496,330,330,2.43,330,330
28356177,28396442,2021-05-02 12:15:47,40,4,420773,427523,47.240746278658094,8.189416899431496,335,335,2.4,335,335
28356178,28396443,2021-05-02 12:15:48,40,4,420773,427523,47.240746278658094,8.189416899431496,340,340,2.4,340,340
28356179,28396444,2021-05-02 12:15:49,40,4,420773,427523,47.240746278658094,8.189416899431496,344,344,2.39,344,344
28356180,28396445,2021-05-02 12:15:50,40,4,420773,427523,47.240746278658094,8.189416899431496,349,349,2.39,349,349
28356181,28396446,2021-05-02 12:15:51,40,4,420773,427523,47.240746278658094,8.189416899431496,353,353,2.4,353,353
28356182,28396447,2021-05-02 12:15:52,40,4,420773,427523,47.240746278658094,8.189416899431496,358,358,2.39,358,358
28356183,28396448,2021-05-02 12:15:53,40,4,420773,427523,47.240746278658094,8.189416899431496,363,363,2.36,363,363
28356184,28396449,2021-05-02 12:15:54,40,4,420773,427523,47.240746278658094,8.189416899431496,367,367,2.36,367,367
28356185,28396450,2021-05-02 12:15:55,40,4,420773,427523,47.240746278658094,8.189416899431496,372,372,2.36,372,372
28356186,28396451,2021-05-02 12:15:56,40,4,420773,427523,47.240746278658094,8.189416899431496,376,376,2.4,376,376
28356187,28396452,2021-05-02 12:15:57,40,4,420773,427523,47.240746278658094,8.189416899431496,381,381,2.36,381,381
28356188,28396453,2021-05-02 12:15:58,40,4,420773,427523,47.240746278658094,8.189416899431496,385,385,2.4,385,385
28356189,28396454,2021-05-02 12:15:59,40,4,420773,427523,47.240746278658094,8.189416899431496,390,390,2.43,390,390
28356190,28396455,2021-05-02 12:16:00,40,4,420773,427523,47.240746278658094,8.189416899431496,395,395,2.4,395,395
28356191,28396456,2021-05-02 12:16:01,40,4,420773,427523,47.240746278658094,8.189416899431496,399,399,2.36,399,399
28356192,28396457,2021-05-02 12:16:02,40,4,420773,427523,47.240746278658094,8.189416899431496,404,404,2.36,404,404
28356193,28396458,2021-05-02 12:16:03,40,4,420773,427523,47.240746278658094,8.189416899431496,408,408,2.36,408,408
28356194,28396459,2021-05-02 12:16:04,40,4,420773,427523,47.240746278658094,8.189416899431496,413,413,2.4,413,413
28356195,28396460,2021-05-02 12:16:05,40,4,420773,427523,47.240746278658094,8.189416899431496,417,417,2.36,417,417
28356196,28396461,2021-05-02 12:16:06,40,4,420773,427523,47.240746278658094,8.189416899431496,422,422,2.39,422,422
28356197,28396462,2021-05-02 12:16:07,40,4,420773,427523,47.240746278658094,8.189416899431496,426,426,2.4,426,426
28356198,28396463,2021-05-02 12:16:08,40,4,420773,427523,47.240746278658094,8.189416899431496,431,431,2.4,431,431
28356199,28396464,2021-05-02 12:16:09,40,4,420773,427523,47.240746278658094,8.189416899431496,435,435,2.43,435,435
28356200,28396465,2021-05-02 12:16:10,40,4,420773,427523,47.240746278658094,8.189416899431496,440,440,2.36,440,440
28356201,28396466,2021-05-02 12:16:11,40,4,420773,427523,47.240746278658094,8.189416899431496,445,445,2.4,445,445
28356202,28396467,2021-05-02 12:16:12,40,4,420773,427523,47.240746278658094,8.189416899431496,449,449,2.39,449,449
28356203,28396468,2021-05-02 12:16:13,40,4,420773,427523,47.240746278658094,8.189416899431496,454,454,2.39,454,454
28356204,28396469,2021-05-02 12:16:14,40,4,420773,427523,47.240746278658094,8.189416899431496,458,458,2.36,458,458
28356205,28396470,2021-05-02 12:16:15,40,4,420773,427523,47.240746278658094,8.189416899431496,463,463,2.36,463,463
28356206,28396471,2021-05-02 12:16:16,40,4,420773,427523,47.240746278658094,8.189416899431496,468,468,2.43,468,468
28356207,28396472,2021-05-02 12:16:17,40,4,420773,427523,47.240746278658094,8.189416899431496,472,472,2.43,472,472
28356208,28396473,2021-05-02 12:16:18,40,4,420773,427523,47.240746278658094,8.189416899431496,477,477,2.4,477,477
28356209,28396474,2021-05-02 12:16:19,40,4,420773,427523,47.240746278658094,8.189416899431496,481,481,2.43,481,481
28356210,28396475,2021-05-02 12:16:20,40,4,420773,427523,47.240746278658094,8.189416899431496,486,486,2.43,486,486
28356211,28396476,2021-05-02 12:16:21,40,4,420773,427523,47.240746278658094,8.189416899431496,490,490,2.36,490,490
28356212,28396477,2021-05-02 12:16:22,40,4,420773,427523,47.240746278658094,8.189416899431496,495,495,2.36,495,495
28356213,28396478,2021-05-02 12:16:23,40,4,420773,427523,47.240746278658094,8.189416899431496,499,499,2.4,499,499
28356214,28396479,2021-05-02 12:16:24,40,4,420773,427523,47.240746278658094,8.189416899431496,504,504,2.39,504,504
28356215,28396480,2021-05-02 12:16:25,40,4,420773,427523,47.240746278658094,8.189416899431496,509,509,2.33,509,509
28356216,28396481,2021-05-02 12:16:26,40,4,420773,427523,47.240746278658094,8.189416899431496,513,513,2.4,513,513
28356217,28396482,2021-05-02 12:16:27,40,4,420773,427523,47.240746278658094,8.189416899431496,518,518,2.33,518,518
28356218,28396483,2021-05-02 12:16:28,40,4,420773,427523,47.240746278658094,8.189416899431496,522,522,2.4,522,522
28356219,28396484,2021-05-02 12:16:29,40,4,420773,427523,47.240746278658094,8.189416899431496,527,527,2.39,527,527
28356220,28396485,2021-05-02 12:16:30,40,4,420773,427523,47.240746278658094,8.189416899431496,531,531,2.4,531,531
28356221,28396486,2021-05-02 12:16:31,40,4,420773,427523,47.240746278658094,8.189416899431496,536,536,2.36,536,536
28356222,28396487,2021-05-02 12:16:32,40,4,420773,427523,47.240746278658094,8.189416899431496,541,541,2.43,541,541
28356223,28396488,2021-05-02 12:16:33,40,4,420773,427523,47.240746278658094,8.189416899431496,545,545,2.43,545,545
28356224,28396489,2021-05-02 12:16:34,40,4,420773,427523,47.240746278658094,8.189416899431496,550,550,2.4,550,550
28356225,28396490,2021-05-02 12:16:35,40,4,420773,427523,47.240746278658094,8.189416899431496,555,555,2.4,555,555
28356226,28396491,2021-05-02 12:16:36,40,4,420773,427523,47.240746278658094,8.189416899431496,559,559,2.36,559,559
28356227,28396492,2021-05-02 12:16:37,40,4,420773,427523,47.240746278658094,8.189416899431496,564,564,2.36,564,564
28356228,28396493,2021-05-02 12:16:38,40,4,420773,427523,47.240746278658094,8.189416899431496,568,568,2.43,568,568
28356229,28396494,2021-05-02 12:16:39,40,4,420773,427523,47.240746278658094,8.189416899431496,573,573,2.39,573,573
28356230,28396495,2021-05-02 12:16:40,40,4,420773,427523,47.240746278658094,8.189416899431496,578,578,2.4,578,578
28356231,28396496,2021-05-02 12:16:41,40,4,420773,427523,47.240746278658094,8.189416899431496,582,582,2.4,582,582
28356232,28396497,2021-05-02 12:16:42,40,4,420773,427523,47.240746278658094,8.189416899431496,587,587,2.36,587,587
28356233,28396498,2021-05-02 12:16:43,40,4,420773,427523,47.240746278658094,8.189416899431496,591,591,2.36,591,591
28356234,28396499,2021-05-02 12:16:44,40,4,420773,427523,47.240746278658094,8.189416899431496,596,596,2.4,596,596
28356235,28396500,2021-05-02 12:16:45,40,4,420773,427523,47.240746278658094,8.189416899431496,600,600,2.4,600,600
28356236,28396501,2021-05-02 12:16:46,40,4,420773,427523,47.240746278658094,8.189416899431496,605,605,2.4,605,605
28356237,28396502,2021-05-02 12:16:47,40,4,420773,427523,47.240746278658094,8.189416899431496,610,610,2.33,610,610
28356238,28396503,2021-05-02 12:16:48,40,4,420773,427523,47.240746278658094,8.189416899431496,614,614,2.36,614,614
28356239,28396504,2021-05-02 12:16:49,40,4,420773,427523,47.240746278658094,8.189416899431496,619,619,2.4,619,619
28356240,28396505,2021-05-02 12:16:50,40,4,420773,427523,47.240746278658094,8.189416899431496,623,623,2.4,623,623
28356241,28396506,2021-05-02 12:16:51,40,4,420773,427523,47.240746278658094,8.189416899431496,628,628,2.4,628,628
28356242,28396507,2021-05-02 12:16:52,40,4,420773,427523,47.240746278658094,8.189416899431496,633,633,2.4,633,633
28356243,28396508,2021-05-02 12:16:53,40,4,420773,427523,47.240746278658094,8.189416899431496,637,637,2.4,637,637
28356244,28396509,2021-05-02 12:16:54,40,4,420773,427523,47.240746278658094,8.189416899431496,641,641,2.36,641,641
28356245,28396510,2021-05-02 12:16:55,40,4,420773,427523,47.240746278658094,8.189416899431496,646,646,2.33,646,646
28356246,28396511,2021-05-02 12:16:56,40,4,420773,427523,47.240746278658094,8.189416899431496,651,651,2.33,651,651
28356247,28396512,2021-05-02 12:16:57,40,4,420773,427523,47.240746278658094,8.189416899431496,655,655,2.39,655,655
28356248,28396513,2021-05-02 12:16:58,40,4,420773,427523,47.240746278658094,8.189416899431496,660,660,2.4,660,660
28356249,28396514,2021-05-02 12:16:59,40,4,420773,427523,47.240746278658094,8.189416899431496,664,664,2.4,664,664
28356250,28396515,2021-05-02 12:17:00,40,4,420773,427523,47.240746278658094,8.189416899431496,669,669,2.33,669,669
28356251,28396516,2021-05-02 12:17:01,40,4,420773,427523,47.240746278658094,8.189416899431496,674,674,2.4,674,674
28356252,28396517,2021-05-02 12:17:02,40,4,420773,427523,47.240746278658094,8.189416899431496,678,678,2.4,678,678
28356253,28396518,2021-05-02 12:17:03,40,4,420773,427523,47.240746278658094,8.189416899431496,683,683,2.39,683,683
28356254,28396519,2021-05-02 12:17:04,40,4,420773,427523,47.240746278658094,8.189416899431496,688,688,2.4,688,688
28356255,28396520,2021-05-02 12:17:05,40,4,420773,427523,47.240746278658094,8.189416899431496,692,692,2.39,692,692
28356256,28396521,2021-05-02 12:17:06,40,4,420773,427523,47.240746278658094,8.189416899431496,697,697,2.4,697,697
28356257,28396522,2021-05-02 12:17:07,40,4,420773,427523,47.240746278658094,8.189416899431496,701,701,2.4,701,701
28356258,28396523,2021-05-02 12:17:08,40,4,420773,427523,47.240746278658094,8.189416899431496,706,706,2.4,706,706
28356259,28396524,2021-05-02 12:17:09,40,4,420773,427523,47.240746278658094,8.189416899431496,710,710,2.36,710,710
28356260,28396525,2021-05-02 12:17:10,40,4,420773,427523,47.240746278658094,8.189416899431496,715,715,2.4,715,715
28356261,28396526,2021-05-02 12:17:11,40,4,420773,427523,47.240746278658094,8.189416899431496,720,720,2.33,720,720
28356262,28396527,2021-05-02 12:17:12,40,4,420773,427523,47.240746278658094,8.189416899431496,724,724,2.36,724,724
28356263,28396528,2021-05-02 12:17:13,40,4,420773,427523,47.240746278658094,8.189416899431496,729,729,2.33,729,729
28356264,28396529,2021-05-02 12:17:14,40,4,420773,427523,47.240746278658094,8.189416899431496,733,733,2.4,733,733
28356265,28396530,2021-05-02 12:17:15,40,4,420773,427523,47.240746278658094,8.189416899431496,738,738,2.36,738,738
28356266,28396531,2021-05-02 12:17:16,40,4,420773,427523,47.240746278658094,8.189416899431496,743,743,2.39,743,743
28356267,28396532,2021-05-02 12:17:17,40,4,420773,427523,47.240746278658094,8.189416899431496,747,747,2.4,747,747
28356268,28396533,2021-05-02 12:17:18,40,4,420773,427523,47.240746278658094,8.189416899431496,752,752,2.4,752,752
28356269,28396534,2021-05-02 12:17:19,40,4,420773,427523,47.240746278658094,8.189416899431496,756,756,2.4,756,756
28356270,28396535,2021-05-02 12:17:20,40,4,420773,427523,47.240746278658094,8.189416899431496,761,761,2.33,761,761
28356271,28396536,2021-05-02 12:17:21,40,4,420773,427523,47.240746278658094,8.189416899431496,766,766,2.33,766,766
28356272,28396537,2021-05-02 12:17:22,40,4,420773,427523,47.240746278658094,8.189416899431496,770,770,2.36,770,770
28356273,28396538,2021-05-02 12:17:23,40,4,420773,427523,47.240746278658094,8.189416899431496,775,775,2.4,775,775
28356274,28396539,2021-05-02 12:17:24,40,4,420773,427523,47.240746278658094,8.189416899431496,780,780,2.4,780,780
28356275,28396540,2021-05-02 12:17:25,40,4,420773,427523,47.240746278658094,8.189416899431496,784,784,2.39,784,784
28356276,28396541,2021-05-02 12:17:26,40,4,420773,427523,47.240746278658094,8.189416899431496,789,789,2.39,789,789
28356277,28396542,2021-05-02 12:17:27,40,4,420773,427523,47.240746278658094,8.189416899431496,793,793,2.4,793,793
28356278,28396543,2021-05-02 12:17:28,40,4,420773,427523,47.240746278658094,8.189416899431496,798,798,2.4,798,798
28356279,28396544,2021-05-02 12:17:29,40,4,420773,427523,47.240746278658094,8.189416899431496,803,803,2.33,803,803
28356280,28396545,2021-05-02 12:17:30,40,4,420773,427523,47.240746278658094,8.189416899431496,807,807,2.36,807,807
28356281,28396546,2021-05-02 12:17:31,40,4,420773,427523,47.240746278658094,8.189416899431496,812,812,2.4,812,812
28356282,28396547,2021-05-02 12:17:32,40,4,420773,427523,47.240746278658094,8.189416899431496,816,816,2.4,816,816
28356283,28396548,2021-05-02 12:17:33,40,4,420773,427523,47.240746278658094,8.189416899431496,821,821,2.4,821,821
28356284,28396549,2021-05-02 12:17:34,40,4,420773,427523,47.240746278658094,8.189416899431496,826,826,2.4,826,826
28356285,28396550,2021-05-02 12:17:35,40,4,420773,427523,47.240746278658094,8.189416899431496,830,830,2.36,830,830
28356286,28396551,2021-05-02 12:17:36,40,4,420773,427523,47.240746278658094,8.189416899431496,835,835,2.4,835,835
28356287,28396552,2021-05-02 12:17:37,40,4,420773,427523,47.240746278658094,8.189416899431496,839,839,2.4,839,839
28356288,28396553,2021-05-02 12:17:38,40,4,420773,427523,47.240746278658094,8.189416899431496,844,844,2.39,844,844
28356289,28396554,2021-05-02 12:17:39,40,4,420773,427523,47.240746278658094,8.189416899431496,848,848,2.4,848,848
28356290,28396555,2021-05-02 12:17:40,40,4,420773,427523,47.240746278658094,8.189416899431496,853,853,2.4,853,853
28356291,28396556,2021-05-02 12:17:41,40,4,420773,427523,47.240746278658094,8.189416899431496,858,858,2.33,858,858
28356292,28396557,2021-05-02 12:17:42,40,4,420773,427523,47.240746278658094,8.189416899431496,862,862,2.36,862,862
28356293,28396558,2021-05-02 12:17:43,40,4,420773,427523,47.240746278658094,8.189416899431496,867,867,2.4,867,867
28356294,28396559,2021-05-02 12:17:44,40,4,420773,427523,47.240746278658094,8.189416899431496,871,871,2.33,871,871
28356295,28396560,2021-05-02 12:17:45,40,4,420773,427523,47.240746278658094,8.189416899431496,876,876,2.4,876,876
28356296,28396561,2021-05-02 12:17:46,40,4,420773,427523,47.240746278658094,8.189416899431496,881,881,2.36,881,881
28356297,28396562,2021-05-02 12:17:47,40,4,420773,427523,47.240746278658094,8.189416899431496,885,885,2.36,885,885
28356298,28396563,2021-05-02 12:17:48,40,4,420773,427523,47.240746278658094,8.189416899431496,890,890,2.4,890,890
28356299,28396564,2021-05-02 12:17:49,40,4,420773,427523,47.240746278658094,8.189416899431496,894,894,2.33,894,894
28356300,28396565,2021-05-02 12:17:50,40,4,420773,427523,47.240746278658094,8.189416899431496,899,899,2.39,899,899
28356301,28396566,2021-05-02 12:17:51,40,4,420773,427523,47.240746278658094,8.189416899431496,903,903,2.4,903,903
28356302,28396567,2021-05-02 12:17:52,40,4,420773,427523,47.240746278658094,8.189416899431496,908,908,2.33,908,908
28356303,28396568,2021-05-02 12:17:53,40,4,420773,427523,47.240746278658094,8.189416899431496,913,913,2.4,913,913
28356304,28396569,2021-05-02 12:17:54,40,4,420773,427523,47.240746278658094,8.189416899431496,917,917,2.36,917,917
28356305,28396570,2021-05-02 12:17:55,40,4,420773,427523,47.240746278658094,8.189416899431496,922,922,2.4,922,922
28356306,28396571,2021-05-02 12:17:56,40,4,420773,427523,47.240746278658094,8.189416899431496,926,926,2.4,926,926
28356307,28396572,2021-05-02 12:17:57,40,4,420773,427523,47.240746278658094,8.189416899431496,931,931,2.39,931,931
28356308,28396573,2021-05-02 12:17:58,40,4,420773,427523,47.240746278658094,8.189416899431496,935,935,2.33,935,935
28356309,28396574,2021-05-02 12:17:59,40,4,420773,427523,47.240746278658094,8.189416899431496,940,940,2.36,940,940
28356310,28396575,2021-05-02 12:18:00,40,4,420773,427523,47.240746278658094,8.189416899431496,945,945,2.36,945,945
28356311,28396576,2021-05-02 12:18:01,40,4,420773,427523,47.240746278658094,8.189416899431496,949,949,2.36,949,949
28356312,28396577,2021-05-02 12:18:02,40,4,420773,427523,47.240746278658094,8.189416899431496,954,954,2.33,954,954
28356313,28396578,2021-05-02 12:18:03,40,4,420773,427523,47.240746278658094,8.189416899431496,958,958,2.4,958,958
28356314,28396579,2021-05-02 12:18:04,40,4,420773,427523,47.240746278658094,8.189416899431496,963,963,2.39,963,963
28356315,28396580,2021-05-02 12:18:05,40,4,420773,427523,47.240746278658094,8.189416899431496,967,967,2.33,967,967
28356316,28396581,2021-05-02 12:18:06,40,4,420773,427523,47.240746278658094,8.189416899431496,972,972,2.4,972,972
28356317,28396582,2021-05-02 12:18:07,40,4,420773,427523,47.240746278658094,8.189416899431496,976,976,2.33,976,976
28356318,28396583,2021-05-02 12:18:08,40,4,420773,427523,47.240746278658094,8.189416899431496,981,981,2.36,981,981
28356319,28396584,2021-05-02 12:18:09,40,4,420773,427523,47.240746278658094,8.189416899431496,986,986,2.33,986,986
28356320,28396585,2021-05-02 12:18:10,40,4,420773,427523,47.240746278658094,8.189416899431496,990,990,2.36,990,990
28356321,28396586,2021-05-02 12:18:11,40,4,420773,427523,47.240746278658094,8.189416899431496,995,995,2.33,995,995
28356322,28396587,2021-05-02 12:18:12,40,4,420773,427523,47.240746278658094,8.189416899431496,999,999,2.4,999,999
28356323,28396588,2021-05-02 12:18:13,40,4,420773,427523,47.240746278658094,8.189416899431496,1004,1004,2.4,1004,1004
28356324,28396589,2021-05-02 12:18:14,40,4,420773,427523,47.240746278658094,8.189416899431496,1008,1008,2.33,1008,1008
28356325,28396590,2021-05-02 12:18:15,40,4,420773,427523,47.240746278658094,8.189416899431496,1013,1013,2.4,1013,1013
28356326,28396591,2021-05-02 12:18:16,40,4,420773,427523,47.240746278658094,8.189416899431496,1018,1018,2.33,1018,1018
28356327,28396592,2021-05-02 12:18:17,40,4,420773,427523,47.240746278658094,8.189416899431496,1022,1022,2.36,1022,1022
28356328,28396593,2021-05-02 12:18:18,40,4,420773,427523,47.240746278658094,8.189416899431496,1027,1027,2.36,1027,1027
28356329,28396594,2021-05-02 12:18:19,40,4,420773,427523,47.240746278658094,8.189416899431496,1031,1031,2.4,1031,1031
28356330,28396595,2021-05-02 12:18:20,40,4,420773,427523,47.240746278658094,8.189416899431496,1036,1036,2.39,1036,1036
28356331,28396596,2021-05-02 12:18:21,40,4,420773,427523,47.240746278658094,8.189416899431496,1040,1040,2.33,1040,1040
28356332,28396597,2021-05-02 12:18:22,40,4,420773,427523,47.240746278658094,8.189416899431496,1045,1045,2.4,1045,1045
28356333,28396598,2021-05-02 12:18:23,40,4,420773,427523,47.240746278658094,8.189416899431496,1049,1049,2.33,1049,1049
28356334,28396599,2021-05-02 12:18:24,40,4,420773,427523,47.240746278658094,8.189416899431496,1054,1054,2.4,1054,1054
28356335,28396600,2021-05-02 12:18:25,40,4,420773,427523,47.240746278658094,8.189416899431496,1059,1059,2.39,1059,1059
28356336,28396601,2021-05-02 12:18:26,40,4,420773,427523,47.240746278658094,8.189416899431496,1063,1063,2.4,1063,1063
28356337,28396602,2021-05-02 12:18:27,40,4,420773,427523,47.240746278658094,8.189416899431496,1068,1068,2.33,1068,1068
28356338,28396603,2021-05-02 12:18:28,40,4,420773,427523,47.240746278658094,8.189416899431496,1072,1072,2.4,1072,1072
28356339,28396604,2021-05-02 12:18:29,40,4,420773,427523,47.240746278658094,8.189416899431496,1077,1077,2.39,1077,1077
28356340,28396605,2021-05-02 12:18:30,40,4,420773,427523,47.240746278658094,8.189416899431496,1081,1081,2.33,1081,1081
28356341,28396606,2021-05-02 12:18:31,40,4,420773,427523,47.240746278658094,8.189416899431496,1086,1086,2.39,1086,1086
28356342,28396607,2021-05-02 12:18:32,40,4,420773,427523,47.240746278658094,8.189416899431496,1091,1091,2.33,1091,1091
28356343,28396608,2021-05-02 12:18:33,40,4,420773,427523,47.240746278658094,8.189416899431496,1095,1095,2.4,1095,1095
28356344,28396609,2021-05-02 12:18:34,40,4,420773,427523,47.240746278658094,8.189416899431496,1100,1100,2.4,1100,1100
28356345,28396610,2021-05-02 12:18:35,40,4,420773,427523,47.240746278658094,8.189416899431496,1104,1104,2.33,1104,1104
28356346,28396611,2021-05-02 12:18:36,40,4,420773,427523,47.240746278658094,8.189416899431496,1109,1109,2.4,1109,1109
28356347,28396612,2021-05-02 12:18:37,40,4,420773,427523,47.240746278658094,8.189416899431496,1114,1114,2.4,1114,1114
28356348,28396613,2021-05-02 12:18:38,40,4,420773,427523,47.240746278658094,8.189416899431496,1118,1118,2.36,1118,1118
28356349,28396614,2021-05-02 12:18:39,40,4,420773,427523,47.240746278658094,8.189416899431496,1123,1123,2.4,1123,1123
28356350,28396615,2021-05-02 12:18:40,40,4,420773,427523,47.240746278658094,8.189416899431496,1128,1128,2.33,1128,1128
28356351,28396616,2021-05-02 12:18:41,40,4,420773,427523,47.240746278658094,8.189416899431496,1132,1132,2.36,1132,1132
28356352,28396617,2021-05-02 12:18:42,40,4,420773,427523,47.240746278658094,8.189416899431496,1137,1137,2.4,1137,1137
28356353,28396618,2021-05-02 12:18:43,40,4,420773,427523,47.240746278658094,8.189416899431496,1141,1141,2.36,1141,1141
28356354,28396619,2021-05-02 12:18:44,40,4,420773,427523,47.240746278658094,8.189416899431496,1146,1146,2.4,1146,1146
28356355,28396620,2021-05-02 12:18:45,40,4,420773,427523,47.240746278658094,8.189416899431496,1150,1150,2.33,1150,1150
28356356,28396621,2021-05-02 12:18:46,40,4,420773,427523,47.240746278658094,8.189416899431496,1155,1155,2.4,1155,1155
28356357,28396622,2021-05-02 12:18:47,40,4,420773,427523,47.240746278658094,8.189416899431496,1160,1160,2.33,1160,1160
28356358,28396623,2021-05-02 12:18:48,40,4,420773,427523,47.240746278658094,8.189416899431496,1164,1164,2.4,1164,1164
28356359,28396624,2021-05-02 12:18:49,40,4,420773,427523,47.240746278658094,8.189416899431496,1169,1169,2.4,1169,1169
28356360,28396625,2021-05-02 12:18:50,40,4,420773,427523,47.240746278658094,8.189416899431496,1173,1173,2.33,1173,1173
28356361,28396626,2021-05-02 12:18:51,40,4,420773,427523,47.240746278658094,8.189416899431496,1178,1178,2.39,1178,1178
28356362,28396627,2021-05-02 12:18:52,40,4,420773,427523,47.240746278658094,8.189416899431496,1182,1182,2.4,1182,1182
28356363,28396628,2021-05-02 12:18:53,40,4,420773,427523,47.240746278658094,8.189416899431496,1187,1187,2.4,1187,1187
28356364,28396629,2021-05-02 12:18:54,40,4,420773,427523,47.240746278658094,8.189416899431496,1192,1192,2.33,1192,1192
